PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,Price
-2.480958555463947,2.856132219078651,-0.039600419273804734,-1.1889467723217926,-0.837994054431028,-0.6164176081285443,-2.1059857050801645,0.901997402903957,0.0888620681994203,0.002477678035451199,0.771932157075877,-0.11600617466867684,-0.45605645615289325,-0.30693850853895055,-0.19146178981225137,103375.7614
0.6289837166514545,-0.8089478402540804,-1.6775857717012932,-0.6120352176809832,0.1656431789883454,-1.0016788408064976,1.2833111210479864,0.405707992099654,0.6364703339071742,1.6278935657838653,-0.10463572601517102,2.2835682937078725,0.30405861263710926,0.1836709678837434,-0.8091833016237809,316030.1699
2.8547256464186286,-1.388988491507558,0.32226375476775077,-1.3259503507895545,-0.8169166276672095,-0.3556329394651903,-0.026966104892936802,1.2911458908382392,0.8946667762259445,-0.17018439700876614,-0.4640485550682033,0.19422048770146627,-0.5683818862947734,0.13537576121119807,-0.8471004867960544,333690.06
-1.3421851726653127,-0.7009884523378566,-0.6384269286360633,-1.7721743133936754,1.7320326934787973,0.3489779058727915,1.4731639898940239,0.9542642906268296,-0.3612230815139316,0.1575482363040514,1.7193833111499344,0.6558485706896484,1.2751109077274831,-0.3506379862376519,-0.6498694937237041,122305.3568
0.277984085483413,-0.5261030447060651,-0.06135881285643777,0.5441816401794507,1.4480569709726203,0.2676927709020283,-2.375935025008058,0.5643996454829777,0.5279900639245232,-0.03043259623724925,-0.038641412265701364,1.2969046435823928,0.20462337687679852,-0.3117238458375317,0.30971773055010904,351798.8598
2.4333424328960547,2.5556064875453317,2.862318158001594,0.5196622416386646,-0.014273669843304299,0.3339916031229255,-0.37635852554104676,0.3851412532713979,-0.5522943226244819,-0.2695442733075421,-0.8735348861134402,0.15476408715503967,1.090868226847253,0.6343254901726427,0.4818082521982077,676922.4903
1.1475488349444471,-0.8886043535178781,-1.4019081720106077,-0.29604065069970337,0.37087151574088584,0.11227347990378184,-0.7981423972833416,0.042835100009148,1.0527432375967312,-0.5651899045261856,0.5351451178329393,-0.7039928979697072,0.23049942303549079,0.8293024895475618,-0.47249335635235545,277316.3525
-1.1318577882806464,0.2697855073941392,-1.5937321488993592,0.5734967726491791,-0.11026535602079439,0.6319493745852723,-0.32667547010771975,0.24474862456669746,0.10497165394410342,-0.46715134205032816,-0.8591504347549013,-0.8155814036759071,-0.5104535547190587,0.5910035901599785,-0.8773023406383115,188922.9338
-2.5446486934911583,-0.29161747561412543,0.9042274412612592,-1.873679809212743,-0.3190774192338897,0.2834170785998738,-0.2992454375479576,0.024846273737311565,-1.8387292072110364,-0.10939488751350986,0.237330467176516,0.6432174558346077,0.42250242056004556,0.19926684287985075,-0.6423983897850064,191607.2181
-2.9934215719848076,0.1686621067984491,0.3019319801592236,1.6206843591343654,-0.6686796277417184,-0.31295181751942336,-0.9476859911937203,-0.22256463673098548,-2.0931971670563976,0.8633022342750025,1.8536112822360193,-0.07359426067066793,-0.8476285189649859,1.0642882968593124,-0.23312795392643562,180729.6457
